ccode,dem_rank14,dem_score14,lifeex_f,lifeex_m,unmort_f,unmort_m,literacy,oil,pop_0_14,pop_15_64,pop_65_older,ungr9095,fertility,untfr95,govregrel,gri_08r,gfi2008,gfi_08r,msri2008,msri_08r,spendeduc,ciaedex,spendhealth,spendmil,unexp_rd,hdi,hdi05,hdi_rank_change,pop_age,sexratio,unsexr10,unsexr90,pop_total,unpop30,unpop90,pop_urban,urban03,urban06,unemrt08,unemrt91,unin_inc,gender_unequal,gender_unequal_rank,arda,lifeex_total,debt,confidence,dem_other,democ11,durable,effectiveness,dnpp_3,fhrate04_rev,fhrate08_rev,frac_eth,free_business,free_corrupt,free_finance,free_fiscal,free_govspend,free_invest,free_labor,free_monetary,free_property,free_trade,free_overall,gdp08,gdp_10_thou,gdppcap08,gdppcap08_3,gini04,gini04_4,gini08,gini10,indy,polity,rich_democ,unions,unnetgro,unnetuse,unpovnpl,unremitp,unremitt,votevap00s,votevap90s,women05,women09,women13,ipu_wom13_all,womyear,dem_economist,democyes,vdem_ldi_rank,vdem_ldi,vdem_edi,vdem_liberal_comp,vdem_equality_comp,vdem_partic_comp,vdem_delib_comp,coup_attempts,coups,frac_lang,frac_relig,educ_f_avgyrs,educ_m_avgyrs,educ_f_none,educ_m_none,democ_bin_bmr,rights_assn,rights_dommov,rights_formov,rights_injud,rights_relfree,rights_speech,rights_wecon,rights_wopol,rights_worker,dpi_cemo,dpi_pr,dpi_system,global_social,unco2_06,carbon_footprint,eco_footprint,liberty_index_eiu,envir_treaty,govt_help_cap,human_flight,rights_law_index,refugees_impact,democ_fh_polity,laws_protect_prop,bribe_judge,bribe_police,pol_terror_scale_ai,pol_terror_scale_hrw,indep_judiciary,const_age,govt_quality,media_access_cand,media_access_parties,press_freedom_fh,legal_quality,legal_origin,election_violence_pre,election_violence_post,ocean_health,election_integrity,gas_production,oil_production,press_freedom_rsf,corrupt_perception,conflict_internal,conflict_internat,human_develop,terror_index_voh,violence_cost,conflict_index,militarization,soldiers_percent,soldiers_total,energy_renew_percent,business_starts,debt_wdi,spendmil_wdi,immigrants_percent,migration_net,infant_mortality,refugees_in,refugees_from,self_employed,unemployed,hiv_percent,econ_compete,schools_internet,judicial_indep_wef,organized_crime,educ_quality,happiness,rights_treaties,icc_treaty_ratified,trade_percent_gdp,peace_index_rank,peace_index_score,internet_freedom,imprisonment_rate,homicide_rate,autoc,ciagdpag,ciagdpin,ciagdpsv,ciainfla,ciaingro,ciapop,ciapopgr,ciaunemp,decentralization,enpp_3,old06,old2003,pop03,pop08,poverty,unfempf,ungdp,ungdpcap,ungdpppp,unineduc,unjourn,unlit,unmobcov,unnewsp,unnoncom,unsathlt,unsati,unsatif,unsatjob,unsatliv,unseced,yng2003,young06,regionun,country,cabrv,dem_level4,i_gvtreg,i_gvtfav,i_socreg,religion,colony,decent08,dem_other5,democ,democ_regime,democ_regime08,district_size3,enpp3_democ,enpp3_democ08,eu,frac_eth2,frac_eth3,free_overall_4,gdp_cap2,gdp_cap3,gdpcap2_08,gdpcap3_08,gdpcap08_2,gender_equal3,hi_gdp,muslim,natcode,oecd,pmat12_3,pr_sys,protact3,regime_type3,vi_rel3,womyear2,death_penalty_status,internet_status,civil_war,democ08,pop08_3,popcat3,region,typerel,unname
218,79,5.87,78.82,72.79,121,207,91,485700,30.1,63.5,6.4,2.1,2.42,3.4,.833,1,0,0,0,0,1,,2.3,2.8,.2,.695,.676,-2,25.4,104.4,104.4,103.6,13.8,16.7,10.3,67,64.2916,63.28,51.6,51.6,.458,.645,86,72,75.73,23.2,,87.5,5,0,23.877,2,5,8,.655,52.9,20,40,79.3,77.5,25,42.2,63.9,20,71.8,49.3,107.9,.19,8009,2,43.7,3,53.6,54.4,1822,5,0,9.8,2057,28.8,38.3,210,5.2,70.28,65.85,,,32.3,32.3,1929,0,0,99,.331,.625,.432,.718,.508,.542,11,5,.131,.142,7.354,7.531,12.269,8.953,1,1,2,2,0,2,1,1,3,0,0,1,0,46.49,2.4,1.08,2.17,7.06,93,5.6,6.5,5,5.7,7.08,4.472,,,2,2,0,1,.444,1,1,3.688,.402,2,,,,6.615,10.74,2.62e+07,34.69,35,,,.7297,1.28,7.7,1.403,1.583,.781,58983,7.317,,,2.783,2.636,-38001,19.5,123133,707,43.2,4.2,.4,4.17809,4.018,3.159,3.914,3.836,6.019,17,1,38.96,66,1.948,59,160,12.4,0,6.4,35.9,57.7,3.3,3.6,15007343,1.443,5,,2,5.950597,4.872219,1.30e+07,13.5,33.1,.83,54.7,4056,108,.501,0,84.2,84,,484,76,6.4,6.3,80,57,37,32.71583,31.97444,6,45,44,3,2,4,4,2,8,1,5,2,1,2,2,,2,2,1,1,2,2,3,2,3,2,3,2,1,42,1,,2,,1,,1,1,2,3,1,1,2,6,6,46
818,138,3.16,75.38,70.07,151,222,71.4,680500,32.7,62.8,4.5,2,2.97,3.9,8.611,8,7.933,8,6,6,3.8,3.8,2.4,2.3,.2,.62,.587,2,23.9,104.7,104.7,104.4,84.5,110.9,57.8,43.4,42.85,42.98,43.2,42.6,.465,.714,108,73,72.66,80.5,59.228,10.5,0,48,39.007,1,2.5,3,.184,65,28,50,89.7,73.4,50,55.6,64.2,40,74,59,441.6,.135,5416,2,34.4,2,34.4,32.1,1922,-2,0,29.6,2916,16.6,16.7,107,5.4,,27.72,,,,2,1956,0,0,134,.177,.217,.527,.163,.157,.273,4,4,.024,.198,5.438,7.682,47.608,26.836,0,0,0,2,1,0,1,0,1,0,1,0,0,56.692,2.2,1.02,2.15,2.94,116,7.9,5.1,9.7,6.4,2.75,4.228,.179,.377,4,4,0,0,.444,1,1,2.636,.461,2,0,0,71.04,4.833,410.667,2.56e+07,48.66,32,0,1,.6887,6.34,8.8,2.547,2.008,2.884,835500,1.633,,,1.708,.298,-215681,21.8,230086,12834,38.9,13.2,.1,3.627312,2.703,3.456,3.387,2.221,3.559,10,0,29.96,139,2.583,37,116,3.4,2,32,17,51,12.8,5.5,82079636,1.96,9.7,,1,4.824476,4.308604,6.76e+07,81.5,20,.71,162.3,1991,442,.304,3,66.4,95,,891,86,5.8,6.2,84,82,36.1,33.5065,33.27055,1,46,45,1,1,1,3,3,9,3,1,1,1,1,3,,,2,2,2,4,2,3,2,3,2,2,2,2,43,1,3,1,2,1,3,2,4,1,3,1,3,1,4,3,47
222,64,6.53,76.87,70.16,136,301,81.1,0,30.6,63,6.4,1.4,2.08,3.7,0,0,2,2,0,0,3.6,3.6,3.6,.5,.1,.659,.635,0,23.9,104.5,104.5,103.5,6.2,7.2,5.3,64.3,63.5124,60.1,58.6,58.6,.382,.653,89,74,73.44,55,41.979,87.5,8,16,34.043,2,5.5,9,.198,67.4,39,70,85.7,89.2,75,64.5,74.1,50,83.8,69.9,41.7,.223,6794,2,53.2,4,52.4,46.9,1821,8,1,7.2,829,10.6,30.7,620,17.2,52.72,53.58,10.7,19,26.2,26.2,1939,1,100,68,.494,.661,.711,.39,.532,.716,4,3,,.356,7.396,8.035,4.575,3.823,1,2,2,2,0,2,1,1,2,1,0,1,0,49.265,1,.84,2.07,8.53,61,6.2,6.6,5.8,5.6,8.25,4.395,.062,.178,1,3,0,1,.389,0,1,6.61,.499,2,0,0,58.52,6.504,0,0,22.86,38,,,.6643,0,29.6,1.438,1.771,1.191,32300,33.799,.52,47.83,1.093,.668,-240415,15.4,44,9638,41.9,5.9,.6,3.844937,3.67,3.048,2.458,3.131,6.325,15,1,64.21,115,2.239,,595,41.2,0,11,29.1,59.9,.8,.9,6071774,.318,7,,2,5.414666,4.978566,6533215,6.1,37.8,.66,22.1,3605,41.7,.415,0,84,95,38,518,80,6.7,6.7,82,60,19.4,34.67369,33.6043,6,47,136,4,4,2,4,2,8,1,5,2,2,2,2,2,2,2,2,2,1,1,3,2,3,2,2,1,1,44,1,,2,,3,3,1,2,,3,1,1,2,6,6,48
226,164,1.66,63.36,61.4,356,366,87,346000,41.5,54.4,4.1,3.5,4.91,5.9,.833,1,5.733,6,0,0,.6,.6,1.7,,,.538,.51,1,19.3,101.3,101.3,100.5,.7,1.1,.4,39.7,51.3928,39.06,62.6,61.4,,,,75,62.37,4.1,,40.8,0,31,14.184,1,1.5,0,.347,44.8,17,40,75.5,83.9,20,44.8,80.9,20,58.9,48.6,22.3,.439,33873,3,,,,,1968,-5,0,,1614,1.8,,,,,88.1,,,,10,1963,0,0,162,.074,.223,.171,.423,.156,.334,2,1,.322,.12,,,,,0,0,1,1,0,2,0,1,2,0,1,1,0,23.375,8.8,3.17,3.97,1.47,52,4.2,6.3,9.5,3.6,1,,,,3,3,0,1,,,1,,.142,2,,,63.48,1.9,54.03,1.34e+07,67.2,19,,,.5842,.13,2.5,1.403,1.849,.316,1320,,,,1.072,1.022,20000,72.2,0,200,,7,,,,,,,,9,0,99.43,61,1.093,,63,19.3,5,2.2,93.9,3.8,8.2,1.8,668225,2.641,22.3,,1,3.921569,3.668169,494000,.7,,,18.5,28103,22.3,.297,0,93,,,938,,,,,,,43.5783,44.52425,1,48,60,1,2,3,4,2,8,3,3,1,1,1,,,,2,2,3,2,1,1,1,1,1,,1,1,45,1,,2,,1,,2,4,,3,1,2,2,1,6,49
232,155,2.44,64.69,60.4,197,266,58.6,0,42.1,54.3,3.6,.3,4.48,6.1,9.167,9,4.267,4,7.333,7,2,2,1.5,,,,,,19.1,102.4,102.4,100.6,5.2,8.1,3.2,21.6,19.95225,19.84,65.6,65.8,,,,76,62.52,,,40.8,0,7,36.17,,1.5,1,.652,18,26,20,73,6.9,,70.8,59,10,69.1,35.3,3.2,.015,632,1,,,,,1993,-7,0,7.2,3900,4.1,,1,.5,,,,,,22,1955,0,0,173,.018,.075,.055,.486,.046,.159,0,0,.653,.425,,,,,0,0,0,0,0,0,0,1,1,0,0,,1,23.778,.1,.03,.42,1.18,24,8,7.5,9.2,7.3,.75,,,,5,4,0,1,,,,,.088,,,,58.23,,0,0,84.83,20,,,.3905,2.35,13.3,1.805,1.785,8.309,201750,.022,,,,.351,-160001,36,3166,308022,,7.2,,,,,,,,8,0,37.53,136,2.505,,,7.1,7,11.8,20.4,67.7,20,8,5939484,2.472,,,,2.332598,2.65099,4389500,5,50,,1.7,336,3.2,,19,65.3,80,,686,,,,,,,44.325,44.64154,1,49,46,1,1,3,1,3,4,3,3,1,1,1,,,,2,1,1,2,2,2,2,2,2,,2,2,46,1,,1,,1,,2,3,,,1,1,2,1,3,50
233,34,7.74,78.97,68.02,84,249,99.8,7600,15.1,67.2,17.7,-1.7,1.44,1.6,0,0,2,2,2.667,3,5,4.9,4.1,2.2,1.1,.812,.805,-3,39.6,105.6,105.6,105,1.3,1.3,1.6,69.5,69.5072,69.14,54.5,61.2,.59,.409,39,77,73.33,7.7,39.182,63,9,9,65.012,3,7,12,.506,83.1,66,80,80.2,62.2,90,47,71.1,80,87.5,74.7,27.7,.479,20662,3,37.2,2,35.8,36,1991,9,1,26.4,127,66.2,,297,1.7,53.44,56.01,18.8,20.8,20.8,20.8,1918,1,100,4,.85,.902,.945,.887,.66,.945,0,0,.494,.498,12.706,12.172,.152,.211,1,2,2,2,2,2,2,2,2,1,0,1,1,73.578,13.1,2.22,6.86,8.82,69,3.8,3.8,2.5,3.2,9.75,7.261,.024,.021,1,1,1,1,.625,0,0,9.299,.782,,0,0,82.44,8.889,0,0,9.26,68,0,1,.8586,.15,6,1.445,1.049,.834,5750,.811,16.05,10.148,1.899,13.704,-11850,2.7,70,352,9.1,8.6,1.3,4.650644,6.518,5.515,6.351,4.141,5.367,13,1,155.22,36,1.712,94,210,5,0,2.5,28.7,68.8,2.4,10,1282963,-.641,17.5,1.47,3,16.62951,15.2237,1353000,1.3,19.7,1.02,23.4,17454,27.7,.851,0,99.8,100,191,664,64,5.6,5.6,79,46,87.3,16.14484,14.89296,4,50,48,4,4,2,2,5,7,,4,2,2,2,1,3,3,1,1,3,1,1,1,1,1,1,3,1,1,47,1,3,2,3,2,2,1,1,3,3,1,2,2,3,5,51
231,124,3.72,58.81,53.64,286,329,42.7,0,46.3,51,2.7,3.3,6.02,7,2.222,2,5.6,6,6,6,5.5,5.5,2.2,1.4,.2,.328,.287,3,18,101.6,101.6,100.8,85,131.6,48.3,16.7,16.6118,16.28,80.6,71.3,.22,,,78,56.19,39.3,,40.8,3,5,25.532,3,3,4,.724,66.3,26,20,77.7,82.9,25,61.5,60.4,30,61.9,51.2,70.1,.009,868,1,30,1,30,29.8,,1,0,4.1,3500,.4,44.2,5,1.5,,77.35,,,,27.8,1955,0,0,151,.113,.254,.273,.385,.283,.427,5,2,.807,.625,,,,,0,0,1,2,1,0,0,0,2,0,0,0,2,16.114,.1,.07,1.02,4.41,54,7.4,6.7,8,9,2.58,4.972,.164,.36,4,3,1,1,.477,1,1,,.434,,0,0,,1.588,0,0,39.57,33,2,1,.436,3.63,7.9,2.904,1.761,.304,138000,1.286,,,.807,.626,-60001,44.5,433936,77118,89.5,5,1.4,3.49589,2.761,2.857,5.763,3.141,4.445,9,0,35.79,134,2.477,17,127,12,2,42.9,13.7,43.4,7,9.5,90873739,3.194,,,3,2.955985,2.817847,6.86e+07,80.7,38.7,.86,25.6,317,70.1,.137,4,35.9,10,5,817,79,4.2,,50,33,,45.40961,44.2433,1,51,49,1,2,3,3,3,10,2,3,1,1,1,3,,,2,1,1,2,2,2,2,2,2,,2,2,48,1,,1,,1,,2,4,1,1,1,3,1,1,4,52
242,91,5.61,74.03,68.73,156,249,93.7,0,28.9,65.9,5.2,1.2,2.61,3.4,1.667,2,0,0,8.667,9,6.2,6.2,2.8,1.3,,.669,.667,-9,25,106.3,106.3,106.3,.9,.9,.7,51.9,51.7042,51.32,53.5,53.5,,,,81,71.31,,,58.3,0,0,47.991,2,4.5,4,.548,63.5,40,60,75.7,80.6,25,84,73.6,30,71,60.3,3.7,.228,4382,2,,,,42.8,1970,-4,0,,758,12.2,,143,3.4,,59.86,,,,,1963,0,0,102,.319,.451,.629,.603,.375,.526,3,3,.548,.568,9.465,9.783,4.209,1.839,0,0,1,2,1,0,0,2,1,0,1,,2,53.158,1.9,1.06,2.9,5.88,68,7,7.3,7.2,3.7,3.17,5.79,.071,.044,2,2,0,,,0,0,,.396,1,,,73.11,5.353,0,0,32.69,,,,.7244,,,,,1.016,3500,,,,1.385,2.155,-28720,19.7,5,1112,,8.3,,,,,,,,3,1,110.06,,,,158,4,4,8.9,13.5,77.6,4.8,,883125,.798,7.6,1.05,2,3.981628,3.781573,835000,.8,25.5,.95,3.6,4253,3.7,.679,0,,65,53,767,,,,,,41.9,32.29348,31.32865,3,52,51,3,2,4,1,7,9,,4,1,1,1,2,,,2,1,3,3,1,3,1,3,1,2,1,1,49,1,,1,,1,,2,1,,3,2,2,3,2,5,53
246,8,9.03,82.89,75.79,57,129,100,8718,16,66.1,17.8,.5,1.73,1.8,0,0,6.267,6,2.667,3,5.9,5.9,6.1,1.3,3.5,.871,.863,-2,42,104.6,104.6,104.5,5.3,5.5,5,85.1,58.966,61.2,54.7,57.2,.711,.248,8,82,79.27,45.4,46.876,100,10,56,94.09,3,7,12,.132,95,90,80,65.4,32.9,75,43.8,78.9,90,87.5,73.8,188.2,2.53,35427,3,26.9,1,26.9,26.9,1917,10,1,59.7,127,82,,156,.3,68.18,74.82,37.5,41.5,42.5,42.5,1906,1,100,20,.781,.843,.934,.935,.626,.889,0,0,.141,.253,10.21,10.15,.561,.161,1,2,2,2,2,1,1,3,3,1,0,1,2,83.84,12.7,,5.87,9.71,199,3.5,2.2,1.2,1.5,10,8.847,0,.009,1,1,1,1,.972,0,0,9.883,.946,5,0,0,74.43,9.875,.02,0,6.38,89,,,.882,0,4.5,1.244,2.004,.919,25000,22.705,3.43,50.818,1.407,4.207,107409,2.1,11252,8,13.4,8.2,.1,5.538523,6.575,6.594,6.57,5.93,7.445,14,1,71.91,17,1.515,,57,1.6,0,2.6,29.1,68.2,1.2,6,5259250,.075,8.4,1.52,3,16.05332,15.34124,5212000,5.3,,1.05,272.7,51323,192.3,.805,0,,100,431,405,84,8,8.2,90,84,70.5,17.61916,17.06392,4,53,50,2,4,3,2,7,10,2,2,2,2,2,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,50,2,1,2,3,2,2,1,1,,3,1,1,2,7,5,54
250,23,8.04,84.54,78.02,55,119,99,70820,18.5,64.7,16.8,.4,1.96,1.7,1.667,2,6.133,6,6,6,5.6,5.6,8.7,2.3,2.1,.872,.856,5,40.1,104.3,104.3,104.9,62.6,66.5,56.8,85.3,75.8812,76.92,47.9,47.2,.709,.26,11,83,81.19,83.5,55.117,100,9,31,86.052,1,7,12,.103,86.3,69,70,51.9,17.9,50,54.7,79.7,80,82.5,64.2,2100,2.406,34045,3,32.7,2,32.7,32.7,486,9,1,6.1,396,67.9,,255,.6,54.52,64.08,12.2,18.2,26.9,26.9,1944,1,100,1,.874,.925,.944,.915,.656,.932,0,0,.122,.403,10.396,10.908,1.559,1.544,1,2,2,1,2,0,1,2,2,2,0,0,2,87.142,6.2,2.71,5.14,8.53,283,4.5,2.2,2.2,2.5,9.75,7.025,.024,.022,2,1,1,1,.757,1,1,8.481,.799,2,0,0,69.78,,2.236,796936.4,21.6,71,0,1,.887,4.88,5.4,1.137,2.676,1.06,318400,47.021,2.26,101.054,2.221,10.28,331555,3.6,232487,98,11.2,10.4,.4,5.052728,4.407,5.058,5.503,4.214,6.667,16,1,60.58,51,1.839,75,103,1,0,1.8,19.2,79,1.5,3.5,65312249,.5,9.5,1.72,1,16.61639,16.13415,5.98e+07,62,6.2,1.02,2856.6,44508,2121.7,.751,0,,99,163,387,84,7.1,7.1,87,72,55.7,18.59586,18.12015,4,54,52,2,2,3,3,2,2,1,2,2,2,2,3,1,1,1,2,2,3,1,1,1,1,1,,1,1,51,2,1,1,1,,2,1,1,3,3,1,3,1,8,6,55
266,121,3.76,53.22,51.78,301,353,63.2,241700,42.2,54,3.9,3.2,4.59,5.1,1.389,1,0,0,0,0,3.8,,3,,,.648,.628,1,21.6,102.1,102.1,101.9,1.5,2,.9,86,83.645,84.08,58.1,58.1,.523,.678,99,86,52.49,25.8,,40.8,4,9,35.934,1,3.5,4,.769,58.8,31,40,61.5,86.4,45,57.4,71.4,40,62.1,55.4,21,.378,14527,3,,,,41.5,1960,3,0,2,500,6.2,,8,.1,,67.02,,,,15.8,1956,0,0,116,.263,.424,.524,.7,.56,.782,1,0,.782,.667,8.632,6.434,15.948,22.559,0,2,2,0,1,2,1,0,2,1,0,0,0,40.322,1.6,.43,2.02,4.12,70,5.1,5.5,6.6,5.3,4.5,3.999,,,,2,0,1,.403,1,1,,.457,2,0,1,60.49,,2.533,1.19e+07,28.69,34,,,.679,0,9,1.604,1.084,1.067,6700,3.53,,,1.444,18.427,5000,38,1594,177,33.8,20.3,5,3.699751,1.965,2.648,4.925,2.731,3.8,16,1,68.15,87,2.052,,191,9.1,1,4.5,62.7,32.8,-1.3,4.8,1576665,1.999,21,,1,4.320647,5.533752,1344433,1.4,,,14.5,10037,21.1,.575,0,87,79,,716,,,,,,,40.42805,39.55917,1,55,53,1,2,4,4,7,2,1,3,1,1,1,3,,,2,1,1,4,1,1,1,1,1,,1,1,52,1,,1,,1,,2,1,,3,1,2,2,1,6,56
270,141,3.05,65.86,61.23,253,300,40.1,0,40,56.9,3.1,3.8,4.23,6,0,0,2.367,2,5,5,2,2,2.6,,,.39,.362,-1,18.8,101.8,101.8,101.1,1.8,2.7,.9,58.2,,,72.1,73.2,.218,.742,120,87,63.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,,,,,852,6.9,61.3,40,8.2,,,,,,,,0,,145,.137,.356,.252,.548,.387,.279,3,1,.808,.097,2.012,3.674,80.163,64.916,0,1,1,2,0,2,1,1,2,1,1,0,0,38.986,.2,.21,1.03,3.24,61,7.5,7.4,8.3,6.7,2.08,5.365,,,3,3,0,1,.472,1,1,,.424,1,0,0,72.21,,0,0,45.09,28,,,.4417,0,11.5,2.014,1.663,.103,800,,,,1.148,17.135,-13476,49.4,9563,3434,74.6,7,1.5,3.673491,3.909,3.969,5.896,4.476,,9,1,65.9,110,2.211,33,58,10.2,,30.1,16.3,53.6,5.5,8.9,1797860,2.396,,,,,,,,,,.8,489,2.3,.174,1,45.3,85,,830,,,,,,11,,,1,56,58,1,4,2,3,3,,3,,1,,1,,,,,,,,,,2,2,2,,,2,,,,,,,,,4,1,3,1,,,,,57
268,81,5.82,80.82,73.8,85,232,100,994.9,15.6,68.3,16,-1.5,1.45,2.1,1.667,2,7.433,7,7.333,7,2.9,3.2,1.5,8.5,.2,.698,.679,-3,37.6,110.7,110.7,103.5,4.2,3.8,5.5,52.8,57.0248,52.3,57.4,57.4,.388,.597,71,89,77.12,,38.628,63,7,0,28.369,1,4.5,6,.492,87.9,39,60,89.1,65.3,70,93.7,70.2,40,89.1,70.4,21.4,.066,4896,2,36.9,2,40.4,40.8,1991,6,0,,4352,23.8,54.5,170,5.7,,58.41,,,12,12,1918,0,0,56,.558,.761,.689,.746,.422,.847,0,0,.475,.654,,,,,1,0,2,1,1,0,1,1,2,0,0,1,0,57.39,1.2,.83,1.58,5.88,64,6.3,5.5,6.1,7.2,7.58,6.194,.035,.045,2,2,1,1,,1,1,5.558,.455,,0,0,62.63,7.667,0,49800,30.09,49,,,.7501,2.95,12.7,1.841,1.772,1.339,32350,17.059,5.65,32.531,2.529,3.756,-296323,12,847,6772,61,14.6,.2,4.151021,4.466,3.313,5.214,3.155,4.349,13,1,102.61,94,2.084,75,254,4.3,1,11,27.1,62,5.7,4,4585874,-.326,16.4,1.21,1,14.39271,14.3087,5126000,4.4,31,.97,12.8,2970,21.4,.749,0,99.7,98,4,554,50,4.3,4.3,63,22,91,18.3898,18.36641,2,57,55,3,2,1,1,5,7,,4,2,1,2,1,,1,2,1,3,1,2,2,2,3,2,2,2,1,53,1,2,1,3,1,1,1,1,3,2,1,1,2,3,4,58
276,13,8.64,82.44,77.82,54,101,99,156800,13.3,66.1,20.6,.5,1.41,1.3,2.222,2,7.267,7,8,8,4.4,4.5,8,1.3,2.6,.885,.878,-1,44.3,105.4,105.4,105.5,82.1,77.9,79.4,73.9,88.0864,75.28,51.7,53.8,.689,.24,7,90,80.07,78.8,52.729,100,10,10,88.18,3,7,12,.168,89.6,79,60,58.3,41.4,85,39.9,79.9,90,87.5,71.1,2900,2.405,35613,3,28.3,1,28.3,28.3,1871,10,1,29.6,151,75.5,,135,.3,71.99,72.75,32.8,32.8,32.9,32.9,1918,1,100,12,.808,.859,.95,.924,.644,.97,0,0,.164,.657,12.297,13.124,2.025,1.641,1,1,2,2,2,2,1,3,3,1,0,1,2,84.529,9.7,3.28,5.3,9.12,272,2.9,2.4,1.8,3.3,10,7.76,.007,.016,1,1,1,1,.889,0,1,9.065,.858,,,,79.59,9.385,77.74,2518106,10.24,78,,,.9152,1.77,3.9,1.052,1.872,.432,181550,11.183,1.29,55.083,1.273,13.155,1249998,3.3,187567,175,11.2,5.3,.2,5.509836,5.027,6.028,5.78,5.135,6.965,16,1,84.36,16,1.005,81,77,.8,0,.8,27.9,71.3,1.1,9,81471834,-.208,7.4,2.18,3,19.20515,17.31352,8.25e+07,82.1,15.5,1.01,3649.5,44446,2904.6,.858,0,,99,267,429,82,7.2,7.4,88,88,97.2,14.86566,14.07863,4,58,39,2,2,1,1,2,10,1,2,2,2,2,,3,3,1,2,2,1,1,1,1,1,1,1,1,1,54,2,1,1,1,2,2,1,1,3,3,1,3,1,8,5,59
288,68,6.33,62.25,59.78,247,298,57.9,7081,36.5,60,3.6,2.8,3.48,5.3,0,0,0,0,0,0,5.4,5.4,4.3,.7,,.467,.443,-2,20.6,104.5,104.5,104.2,24.3,34.9,15,51.5,37.0848,48.54,65.2,68.4,.246,.729,114,91,61,59.9,,40.8,8,4,46.809,1,6,11,.673,56.8,39,60,83.5,58.9,65,57.4,65.9,50,65.3,60.2,33.9,.03,1452,1,30,1,40.8,42.8,1957,8,0,25.9,3223,4.3,28.5,5,.8,79.98,60.15,10.9,8.3,10.3,10.3,1954,1,100,58,.553,.682,.796,.683,.323,.813,10,5,.673,.799,5.699,7.949,42.989,27.722,1,2,2,2,1,2,1,1,2,1,0,0,0,28.997,.4,.43,1.97,6.76,81,6,7.3,4.9,5.8,9.08,5.223,.562,.792,1,2,0,1,.486,1,1,7.896,.616,1,0,1,62.78,,2.969,4876034,17.27,46,0,1,.5771,0,2.4,1.468,1.711,.14,15500,6.852,.9,,.533,7.615,-49999,45.5,18681,21378,81.7,1.8,1.5,3.693773,3.12,4.406,4.62,4.167,4.965,12,1,88.6,43,1.793,,47,6.1,0,33.7,24.7,41.6,10.9,5,24791073,1.822,11,,1,3.71933,4.426855,2.07e+07,23.4,28.5,,16.7,713,34.1,.487,0,65.8,73,,699,66,4.7,4.7,54,34,28.7,41.89008,38.58564,1,59,56,4,4,4,4,7,9,,3,2,2,2,3,1,1,2,1,1,3,2,2,2,2,2,,2,1,55,1,,1,,3,,2,3,,3,1,3,2,1,8,60
300,41,7.45,82.65,77.36,44,105,96,6779,14.2,66.2,19.6,1,1.38,1.4,2.5,3,7.933,8,8,8,4,4,5.8,3.6,.5,.855,.839,3,41.6,106.6,106.6,105.6,11.2,11.2,10.2,61.4,60.868,59.14,48.4,44.3,.633,.317,23,93,79.92,144,,100,10,25,65.248,1,6.5,11,.158,77.4,47,60,65.9,41.9,60,55.1,77.6,60,82.5,62.7,330,1.249,29361,3,35.4,2,34.3,34.3,1829,10,1,15.4,379,43.1,,239,.8,74.14,82.96,14,14.7,21,21,1927,1,100,29,.736,.827,.888,.88,.579,.916,3,2,.03,.153,9.956,10.647,3.836,1.684,1,1,2,2,1,0,1,2,2,1,0,1,2,80.434,8.7,2.58,4.38,9.41,164,6.5,4.1,3.7,1.9,9.17,5.804,.053,.047,3,1,1,1,.611,0,1,5.208,.632,2,0,1,70.15,9.231,.033,62079.68,28.46,40,,,.8634,5.24,5.9,1.833,2.144,2.974,148950,5.644,.77,166.124,2.514,10.156,-136299,3.8,3485,92,37,27.2,.2,3.928124,3.908,3.414,5.383,3.102,4.72,15,1,60.98,73,1.998,,91,1.7,0,4,17.6,78.5,4.5,3.2,10760136,.083,12,,1,18.26996,18.68472,1.10e+07,11.2,20,1.01,355.9,31670,329.9,.788,0,97,100,,436,82,6.8,6.8,80,57,47.4,14.65419,14.20254,4,60,61,4,2,1,1,5,5,1,2,2,2,2,2,1,1,1,2,2,3,1,1,1,1,1,3,1,1,56,2,,2,,2,1,1,1,,3,1,1,2,8,4,61
